greek,southern_us,filipino,indian,jamaican,spanish,italian,mexican,chinese,british,thai,vietnamese,cajun_creole,brazilian,french,japanese,irish,korean,moroccan,russian,general,cuisine
2,3,0,1,2,1,12,7,1,0,2,1,3,0,1,0,0,0,0,0,4,italian
0,0,0,0,0,0,4,1,0,0,1,1,0,0,1,0,0,0,0,0,8,italian
3,2,0,2,1,0,4,15,0,1,0,0,1,1,2,1,1,1,0,1,6,mexican
1,3,6,14,2,2,6,7,14,0,21,8,1,1,3,7,0,5,5,0,8,thai
1,2,0,1,0,0,13,1,3,0,1,0,1,0,2,0,0,1,0,0,16,italian
0,4,2,0,0,1,3,2,0,0,0,1,1,1,2,0,2,0,0,0,4,irish
3,3,2,4,2,2,9,8,4,1,2,1,2,1,2,2,0,1,1,0,10,italian
1,3,0,2,0,3,7,2,2,0,3,4,3,0,3,2,0,1,1,0,12,italian
0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,2,0,20,french
0,2,2,7,1,1,0,3,4,0,17,3,0,2,0,2,0,0,1,0,6,thai
1,3,1,6,1,3,4,4,8,0,10,7,2,2,1,5,0,1,3,0,4,vietnamese
1,1,0,0,0,0,6,1,0,0,0,0,2,1,2,0,0,0,1,0,14,italian
1,3,2,6,3,3,3,14,5,0,5,5,1,3,2,6,0,2,3,0,8,mexican
1,3,0,0,2,2,13,0,0,1,0,0,1,0,4,0,0,0,0,0,14,italian
0,6,0,1,0,0,1,4,0,0,1,0,3,0,1,1,0,0,1,0,8,southern_us
1,1,0,1,1,1,2,1,1,0,1,1,1,1,0,1,0,1,1,0,6,italian
0,1,1,4,0,1,2,0,9,0,2,2,1,0,1,2,0,1,0,0,4,chinese
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,vietnamese
0,0,0,1,0,0,2,8,1,0,1,1,0,0,0,0,0,0,0,0,2,mexican
3,3,0,3,1,1,9,4,1,0,1,1,2,2,1,1,0,1,2,0,14,italian
0,5,0,1,0,1,1,7,1,0,0,0,1,0,0,0,0,0,0,0,2,southern_us
3,5,0,2,0,3,11,3,1,0,1,2,2,0,6,0,2,0,2,1,10,french
1,3,0,2,0,1,7,3,2,2,0,0,2,0,4,1,0,0,0,2,14,italian
2,5,0,2,1,3,7,19,3,1,2,2,4,1,3,1,1,0,1,0,12,mexican
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,southern_us
0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,6,brazilian
1,3,2,3,1,1,3,3,9,1,3,3,3,0,2,3,1,3,0,0,4,chinese
1,1,0,2,0,3,3,3,1,0,1,1,1,0,2,1,0,1,2,0,22,mexican
1,4,0,1,1,2,11,3,1,0,1,0,2,1,2,0,0,1,1,1,10,italian
3,3,0,3,0,4,13,4,1,1,2,2,4,0,5,1,1,1,2,1,6,italian
1,5,0,2,1,5,7,4,5,0,1,1,4,1,3,1,0,0,2,1,12,spanish
0,1,0,1,0,1,0,1,0,0,0,0,1,0,2,0,0,0,2,0,18,spanish
2,3,0,3,2,3,5,13,1,0,2,1,2,3,2,2,0,0,2,0,8,mexican
2,2,0,1,0,0,4,11,0,1,0,0,2,0,1,0,1,0,0,1,8,mexican
1,3,2,3,0,3,6,3,19,0,9,7,3,0,2,7,0,6,2,0,6,chinese
1,1,0,1,0,0,1,1,2,0,2,1,0,0,1,0,0,0,1,0,4,moroccan
0,10,0,1,0,0,10,3,1,2,0,0,1,1,6,0,1,0,1,1,0,italian
1,7,1,1,1,3,4,3,2,0,2,2,4,2,2,1,0,2,0,1,14,southern_us
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,southern_us
1,4,2,3,5,2,2,2,5,1,2,2,3,1,2,2,1,2,0,0,14,chinese
0,4,0,2,1,0,2,3,1,0,1,1,0,2,1,1,0,0,0,0,6,thai
2,6,2,4,5,3,3,16,2,1,4,3,2,4,2,3,1,0,1,1,4,jamaican
0,5,1,1,1,0,1,2,5,1,1,3,1,1,0,2,1,1,1,0,4,chinese
2,13,2,8,6,4,4,22,5,1,7,4,6,5,3,7,1,1,5,1,22,mexican
2,3,0,0,0,2,7,3,2,0,0,0,1,1,4,0,1,0,2,0,10,italian
0,2,3,3,2,1,2,7,11,0,5,6,3,2,2,4,0,3,0,0,18,chinese
0,4,0,1,0,0,2,2,1,1,0,0,1,0,2,0,1,0,1,1,4,southern_us
0,2,1,5,0,1,2,4,11,0,3,1,2,0,1,3,0,3,0,0,18,chinese
0,5,0,9,1,6,7,19,5,0,6,5,1,4,2,5,0,1,5,0,24,mexican
2,4,0,0,1,3,10,3,1,1,0,0,2,0,4,0,0,0,0,0,18,cajun_creole
2,9,0,1,1,0,6,5,2,5,1,1,2,0,6,2,3,1,0,2,10,british
3,6,4,6,3,2,4,9,9,1,6,5,5,1,2,6,1,6,3,0,10,japanese
0,3,0,2,0,1,3,2,0,0,0,0,0,0,1,0,0,0,1,0,0,french
0,1,1,5,0,0,1,5,8,0,5,3,0,1,0,6,0,1,1,0,12,thai
1,4,0,0,0,2,9,4,2,3,1,1,1,1,4,0,1,0,0,0,8,italian
0,1,0,0,0,0,4,0,2,2,0,0,0,0,1,1,0,0,0,0,6,french
0,6,5,9,3,2,9,9,11,1,9,5,3,3,3,5,0,4,2,0,14,vietnamese
0,1,1,2,0,0,3,3,4,0,8,3,0,1,0,3,0,1,0,0,4,thai
0,0,3,2,0,0,2,0,14,0,4,6,0,0,0,3,0,2,0,0,6,chinese
2,5,2,12,3,1,3,5,11,0,13,17,0,3,2,7,0,3,3,0,12,vietnamese
1,2,0,1,0,0,2,2,4,0,3,4,1,0,1,3,0,6,0,0,8,korean
1,3,1,0,0,1,2,1,1,1,0,0,1,1,3,1,1,0,0,1,8,french
0,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,italian
4,10,0,5,3,2,9,4,3,4,1,1,2,0,6,3,3,2,3,1,14,british
0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,18,spanish
1,4,0,3,1,1,7,5,2,3,0,0,2,0,4,1,0,0,0,1,18,southern_us
1,2,1,8,0,4,12,3,3,0,3,2,1,0,5,1,1,1,5,0,16,moroccan
5,1,0,0,0,1,6,4,0,0,0,0,1,0,2,0,0,0,0,0,6,greek
0,3,4,3,0,0,1,1,2,0,4,1,1,1,0,0,0,0,0,0,4,thai
0,5,4,8,3,1,4,10,11,0,13,10,2,5,1,7,0,2,2,0,6,thai
4,3,0,2,1,1,9,3,1,0,0,0,3,1,3,1,0,0,3,0,14,southern_us
2,5,0,1,1,3,5,7,2,1,1,1,3,0,3,1,1,0,1,1,4,southern_us
1,2,2,2,1,1,1,4,4,0,2,2,1,0,1,2,0,2,1,0,8,chinese
4,3,0,2,0,0,4,12,4,2,0,0,2,0,1,0,1,0,1,1,12,mexican
1,9,0,1,0,4,10,3,3,0,3,2,4,1,4,1,0,2,1,0,18,southern_us
1,5,1,3,1,1,2,5,3,1,2,2,5,0,2,2,1,2,1,1,8,southern_us
0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,8,french
2,2,0,2,0,2,6,10,1,0,2,2,2,0,2,0,0,0,1,1,6,mexican
1,4,3,8,3,2,2,12,5,0,6,3,3,1,1,6,0,2,4,0,10,mexican
2,5,2,22,4,3,2,6,6,0,11,4,1,3,1,4,0,1,5,0,8,indian
0,4,2,7,1,0,0,1,1,0,4,2,0,1,0,1,0,0,1,0,6,indian
2,1,0,1,0,2,6,2,0,1,0,0,2,1,3,0,1,0,1,2,20,spanish
0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,korean
1,1,0,0,0,1,1,1,1,1,2,0,1,0,2,4,0,3,0,1,6,korean
0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,french
7,3,0,1,0,2,8,4,2,0,2,3,1,0,3,1,0,2,0,1,16,greek
3,4,1,4,3,1,4,5,3,2,1,1,3,0,2,1,2,1,0,0,12,greek
0,3,0,1,1,1,4,14,2,0,2,0,2,0,0,1,0,1,1,0,8,mexican
4,3,1,3,1,1,5,13,2,1,1,1,3,0,3,3,2,1,1,2,2,mexican
0,2,1,4,0,0,0,4,3,0,3,1,2,0,0,3,0,2,1,0,6,japanese
0,1,1,6,1,0,0,6,1,0,3,3,1,1,0,2,0,0,2,0,4,indian
7,10,1,9,2,5,12,11,3,1,5,2,12,0,7,2,2,1,4,0,16,cajun_creole
0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,8,cajun_creole
0,4,0,3,2,1,6,13,1,1,2,0,3,0,0,1,1,1,1,0,12,mexican
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,mexican
1,4,0,3,0,0,4,4,1,1,0,0,1,0,4,1,1,0,0,3,2,russian
0,8,0,0,1,4,6,2,2,1,1,1,4,1,1,1,1,1,0,0,0,cajun_creole
3,2,1,1,1,4,6,2,0,1,0,0,2,0,3,0,0,0,1,0,6,italian
1,3,0,2,0,1,6,1,1,1,1,0,1,1,3,1,0,0,0,0,12,italian
1,2,1,1,1,1,5,2,4,0,2,2,3,0,3,8,0,3,1,0,6,japanese
1,5,0,1,0,0,7,4,2,0,1,0,2,0,3,0,0,1,0,0,14,southern_us
1,4,3,3,1,2,4,16,6,1,5,4,1,1,1,3,1,2,0,1,10,mexican
2,3,0,1,1,2,7,3,1,1,1,1,4,0,3,0,1,1,0,0,12,southern_us
4,3,2,2,1,2,13,6,2,0,3,2,4,0,4,1,0,0,1,0,4,italian
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,italian
4,4,0,1,0,3,11,6,0,0,0,0,5,1,4,0,0,0,1,1,12,italian
5,6,1,5,2,4,12,6,2,3,2,0,7,2,7,1,2,0,2,2,12,cajun_creole
3,9,2,6,3,6,7,21,5,1,5,3,6,2,3,4,0,4,4,0,22,southern_us
1,3,2,4,2,1,3,1,11,1,5,4,1,0,1,4,1,2,0,0,8,chinese
4,3,0,1,0,0,5,16,2,2,0,0,2,0,2,1,2,0,0,2,4,mexican
0,4,0,0,0,0,10,2,0,0,0,0,0,2,4,0,1,0,0,0,4,spanish
1,8,1,3,2,1,3,4,2,1,1,1,5,1,1,0,1,1,0,1,14,southern_us
2,4,2,3,3,1,3,3,19,2,3,3,2,0,3,3,2,2,0,1,24,chinese
2,4,1,8,1,1,5,10,11,0,16,12,1,2,2,5,0,3,1,1,14,vietnamese
0,3,1,1,1,1,0,3,1,0,1,2,0,2,0,1,0,0,0,0,4,brazilian
3,4,0,0,0,2,6,5,1,1,1,1,1,0,3,0,0,0,0,0,8,southern_us
0,3,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,14,japanese
1,8,0,2,1,0,4,4,1,3,0,0,4,0,3,1,2,0,0,2,12,southern_us
1,4,0,1,1,1,4,1,0,1,0,0,2,0,1,0,1,0,1,0,12,southern_us
0,1,2,3,1,0,2,4,5,0,4,4,0,1,1,4,0,4,2,0,8,korean
1,1,0,0,0,0,10,2,0,0,0,0,1,1,1,0,0,0,0,0,6,italian
0,3,1,2,1,1,2,8,2,0,2,2,1,1,1,1,0,0,0,0,2,mexican
0,5,0,0,0,0,2,1,0,0,0,0,6,0,0,0,0,0,0,0,18,cajun_creole
2,2,1,2,0,0,4,16,1,0,2,1,2,0,1,0,0,0,0,0,10,mexican
1,7,2,1,1,3,4,7,2,2,1,2,1,3,6,2,1,0,1,1,8,southern_us
0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,2,0,8,filipino
2,17,1,4,2,4,5,5,3,3,2,2,4,1,6,2,2,2,2,1,22,southern_us
0,4,0,1,1,1,5,4,2,2,0,0,2,0,4,0,1,0,0,1,14,mexican
1,1,0,9,0,1,6,4,4,0,3,2,1,0,1,2,0,1,3,0,8,indian
1,3,0,0,1,2,13,3,0,0,0,0,3,2,4,0,1,0,1,1,0,italian
2,3,1,0,1,4,8,2,1,1,0,1,2,1,6,1,1,0,0,1,6,french
0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,6,french
0,0,0,1,0,3,3,0,1,0,0,0,0,0,4,0,0,0,1,0,8,french
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,korean
12,5,0,2,0,4,16,5,1,1,2,1,6,1,6,1,1,0,1,1,6,greek
0,1,1,7,1,1,1,3,3,0,2,1,1,0,0,2,0,3,1,0,10,indian
2,4,0,1,0,0,7,3,2,0,0,0,2,0,6,0,1,0,0,0,12,french
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,southern_us
0,3,4,5,0,2,4,2,10,0,5,4,1,0,1,4,0,4,2,0,4,chinese
0,2,0,0,0,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,10,mexican
3,4,0,5,3,3,5,18,3,0,3,0,6,4,2,1,0,2,2,0,4,mexican
1,6,3,16,5,2,3,7,6,1,6,3,2,2,2,7,1,2,5,1,6,indian
0,0,0,8,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,indian
2,3,2,1,0,1,14,7,1,0,2,2,3,0,3,0,0,1,0,0,8,italian
1,4,0,2,0,1,4,4,2,2,1,1,3,1,2,1,2,0,1,1,18,southern_us
0,4,2,3,2,1,3,5,3,0,11,5,1,2,2,2,0,1,1,0,2,thai
0,1,0,1,0,0,0,1,1,2,1,0,2,0,0,1,0,1,0,0,14,filipino
0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,8,british
2,3,0,2,2,3,4,7,1,0,2,1,2,2,3,2,0,0,2,0,12,mexican
0,2,1,1,1,0,0,3,5,0,4,3,0,1,0,2,0,1,0,0,4,vietnamese
1,3,1,2,0,0,2,5,1,1,1,1,2,0,2,1,5,1,0,1,6,irish
0,1,0,0,0,0,4,1,1,0,1,0,1,0,1,0,0,0,0,0,2,thai
2,4,2,5,2,1,3,6,3,0,4,3,1,4,3,3,0,1,4,0,12,moroccan
1,2,0,2,0,0,12,1,0,0,0,0,1,0,2,1,0,0,0,0,10,italian
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,indian
2,3,0,3,0,1,13,2,0,1,0,0,2,0,5,0,2,0,0,0,14,italian
2,4,0,3,1,2,9,7,1,1,0,0,6,1,4,1,1,0,2,0,18,italian
2,4,4,3,3,2,2,5,8,1,5,5,2,1,2,5,1,5,2,0,14,chinese
2,4,1,2,1,3,7,6,4,0,3,1,6,0,4,3,1,2,2,0,18,cajun_creole
0,4,0,4,1,2,3,16,4,0,5,5,1,4,0,3,0,0,1,0,6,mexican
2,3,0,4,1,9,7,6,3,1,2,0,5,0,3,0,1,0,2,0,10,spanish
0,1,0,0,0,0,1,0,3,0,0,0,0,0,2,6,0,1,0,0,8,japanese
5,3,0,3,0,3,9,6,1,0,1,1,4,1,6,1,0,1,3,0,12,italian
1,2,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,0,10,french
2,7,0,3,1,1,8,3,3,2,2,1,2,0,6,0,0,0,1,1,4,french
0,1,0,3,0,0,0,2,10,0,3,2,1,0,0,1,0,2,0,0,4,chinese
0,12,0,2,1,0,3,3,2,2,1,1,4,0,2,1,2,1,1,1,10,southern_us
1,1,0,6,0,4,4,2,0,1,1,0,0,0,2,0,1,1,5,1,10,moroccan
0,2,1,2,1,1,1,2,0,4,0,0,0,0,3,0,1,0,1,1,14,british
1,1,0,1,0,1,0,2,5,0,0,0,6,0,1,0,0,0,0,0,16,cajun_creole
1,3,1,1,1,1,2,3,0,1,0,0,7,0,1,0,0,0,0,0,8,cajun_creole
0,2,2,2,2,2,2,3,4,0,3,2,3,1,1,2,0,3,0,0,12,korean
1,4,1,15,2,0,1,2,2,1,5,3,1,1,1,4,0,0,2,0,12,indian
0,5,0,0,1,1,1,1,2,0,1,1,4,0,1,1,0,0,0,0,14,japanese
7,2,0,1,0,2,7,3,1,0,1,1,2,0,3,1,1,1,1,0,12,greek
0,10,1,3,4,1,5,5,3,1,3,1,5,0,2,0,1,0,0,0,6,southern_us
2,10,0,9,2,4,9,7,2,4,4,2,2,1,5,2,2,0,3,2,10,british
1,10,0,0,0,1,6,5,3,0,2,2,3,2,3,1,0,1,0,0,2,southern_us
1,5,4,4,3,1,3,3,19,2,7,6,1,1,2,6,2,6,1,0,6,chinese
3,3,1,2,0,3,12,3,2,0,3,2,3,1,4,2,0,1,2,0,8,italian
0,1,1,1,1,0,2,1,2,0,1,1,0,1,0,1,0,1,1,0,6,french
0,3,2,10,1,0,3,7,5,0,4,3,1,1,5,3,1,1,2,0,8,indian
0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,southern_us
3,10,4,10,4,6,10,28,9,1,8,4,5,3,6,6,3,3,2,3,6,mexican
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,mexican
1,1,0,1,0,1,11,1,0,2,0,0,1,0,3,0,1,0,0,1,4,italian
2,3,1,2,1,0,5,7,4,0,2,1,2,0,3,2,1,0,1,1,6,mexican
0,3,2,19,3,3,3,6,4,0,5,2,2,1,1,4,0,3,3,0,8,indian
7,3,0,1,0,0,3,1,0,0,1,2,0,0,0,0,0,0,1,1,10,greek
1,2,0,3,1,1,8,3,2,2,0,0,3,0,4,0,1,0,1,1,12,italian
0,3,2,1,1,2,0,3,1,0,1,2,0,2,0,1,0,0,0,0,4,brazilian
6,2,0,2,0,2,8,3,1,1,1,1,1,1,4,1,1,1,1,2,6,greek
4,4,1,7,2,7,9,8,2,0,4,3,2,3,4,3,0,1,12,0,24,moroccan
0,8,0,0,0,0,1,4,0,1,0,0,3,0,0,0,1,0,0,0,10,southern_us
0,1,0,0,0,1,1,4,0,0,1,1,0,1,0,1,0,0,0,0,6,mexican
1,3,0,1,1,2,8,1,1,0,1,1,2,0,6,0,1,1,1,0,10,southern_us
2,2,2,2,2,2,3,3,5,1,3,2,2,0,2,2,1,1,1,0,10,chinese
0,3,3,2,0,0,5,4,15,0,7,7,1,0,1,6,1,3,0,1,10,chinese
2,7,0,8,2,3,7,8,2,1,5,3,3,2,8,4,0,0,5,0,14,indian
0,1,0,0,0,0,2,6,1,1,1,0,1,0,0,0,1,0,0,0,6,mexican
1,5,0,4,1,0,6,2,1,3,0,0,2,0,2,1,5,0,2,2,14,irish
2,6,0,4,1,5,9,10,3,0,5,4,2,4,4,3,0,0,4,2,10,spanish
1,3,4,3,2,1,1,6,7,0,4,4,1,1,1,4,0,4,2,0,12,chinese
1,3,0,1,0,1,4,5,0,0,3,1,1,1,2,0,0,0,1,0,12,french
0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4,french
3,4,4,4,3,1,5,5,3,0,4,3,1,2,2,3,1,2,2,0,2,filipino
2,2,4,3,2,1,3,2,4,0,12,5,1,1,2,3,0,1,2,0,2,thai
1,4,2,5,4,2,2,4,3,1,5,3,2,2,2,3,0,1,2,0,14,brazilian
1,3,0,3,1,2,1,6,2,0,2,0,3,0,0,2,0,1,2,0,14,mexican
2,4,0,1,0,1,8,3,2,2,1,1,3,1,2,0,0,1,0,0,16,british
0,6,1,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,6,cajun_creole
0,4,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,10,british
0,0,0,2,0,1,0,3,1,0,1,1,0,1,0,1,0,0,1,0,8,mexican
2,5,0,3,0,1,9,7,1,0,2,0,2,1,3,1,0,0,1,0,10,italian
0,1,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,6,cajun_creole
3,8,0,6,2,4,6,18,2,1,3,1,4,3,4,3,1,1,4,1,10,mexican
1,2,1,4,1,1,5,3,5,0,3,3,3,0,1,7,0,2,1,0,8,japanese
0,4,0,0,0,0,3,5,0,1,0,0,2,0,0,0,1,0,0,0,20,southern_us
5,5,1,3,2,1,14,8,3,0,2,1,4,0,3,0,1,1,1,0,4,italian
1,1,2,2,1,1,2,3,11,1,3,3,1,0,1,2,1,2,0,0,12,chinese
2,3,1,2,1,1,2,8,1,0,2,2,1,0,2,1,0,0,1,0,0,mexican
5,3,0,0,0,4,18,4,0,0,1,1,3,1,8,0,1,0,2,2,12,italian
0,0,0,0,0,0,6,1,0,0,1,1,0,0,1,0,0,0,0,0,8,italian
2,5,1,5,1,1,5,6,0,1,2,0,3,0,2,0,0,0,1,0,14,southern_us
4,3,0,4,0,3,13,4,1,1,1,1,4,2,5,0,1,0,3,1,14,italian
2,4,0,1,1,2,5,4,3,1,2,1,2,1,1,1,0,1,1,0,12,chinese
8,4,0,3,0,6,15,9,3,1,4,2,7,1,16,1,2,0,3,2,18,french
1,1,1,2,1,1,1,1,10,1,3,2,1,0,1,2,1,2,0,0,12,chinese
0,3,0,4,0,0,3,1,0,2,0,0,0,0,3,0,0,0,0,0,8,french
5,4,1,1,1,3,9,5,1,0,2,1,3,1,5,1,0,0,1,0,4,italian
2,4,0,1,2,0,10,1,1,5,0,0,1,0,6,0,2,0,1,0,4,irish
1,2,1,3,1,1,4,17,1,1,1,1,2,1,1,1,1,1,0,1,2,mexican
4,9,1,5,3,5,14,24,6,1,7,5,5,4,4,6,1,1,3,1,14,mexican
0,3,0,1,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,8,southern_us
1,7,0,2,2,4,10,3,4,3,1,1,4,2,8,1,3,1,1,2,14,french
6,5,1,7,1,4,10,21,7,0,8,6,4,2,5,4,0,3,4,0,10,mexican
7,4,0,2,0,5,16,6,2,1,1,1,4,0,6,1,0,1,3,1,8,italian
5,1,0,2,0,1,8,5,0,0,0,0,1,1,2,1,0,1,1,0,0,greek
4,1,1,2,1,1,10,4,1,0,1,1,1,0,1,1,0,0,1,0,4,italian
2,7,3,4,4,1,5,6,11,1,9,6,3,1,2,6,1,7,3,0,12,thai
1,5,0,0,0,0,6,2,0,2,0,0,1,1,3,0,1,0,0,1,16,southern_us
0,2,0,2,1,1,1,6,2,0,2,1,1,1,1,2,0,0,2,0,14,mexican
2,8,0,1,1,2,5,5,1,1,1,1,6,1,3,0,0,0,1,2,24,cajun_creole
0,0,0,2,0,0,0,3,1,0,5,1,0,0,0,0,0,0,1,0,2,thai
0,6,1,2,3,2,4,3,0,5,0,0,0,0,5,0,1,0,1,1,12,british
1,4,0,0,0,2,4,2,0,0,0,1,1,0,2,0,0,0,0,0,4,southern_us
2,4,0,4,2,4,4,16,2,0,3,1,6,3,2,3,0,1,4,0,4,southern_us
2,3,0,2,1,3,5,2,2,0,2,1,4,1,2,2,0,1,1,0,12,spanish
8,15,0,5,3,7,21,8,2,5,2,1,8,3,13,1,2,1,5,1,8,french
6,3,2,1,1,1,5,6,2,4,2,2,2,0,2,2,0,2,0,1,8,greek
1,2,1,3,0,1,9,4,1,0,0,0,1,0,1,0,0,0,1,0,16,italian
1,1,0,8,0,2,5,4,4,0,4,3,1,0,2,2,0,1,3,1,8,indian
4,3,2,5,1,3,7,17,2,0,2,2,3,1,2,3,0,1,3,0,6,mexican
1,2,2,3,2,2,3,4,2,1,2,2,2,1,3,2,0,2,1,0,16,french
1,1,3,2,2,1,1,3,10,1,4,4,1,1,1,4,1,4,0,0,18,filipino
0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,1,0,0,4,chinese
4,6,3,4,3,4,12,6,6,1,3,3,5,1,11,2,3,1,2,1,14,french
1,4,2,5,2,1,1,21,5,0,5,3,1,3,0,4,0,0,2,0,8,mexican
3,2,2,2,0,2,8,3,1,0,1,0,2,1,2,1,2,0,1,0,8,italian
1,1,0,0,0,0,7,5,0,0,0,0,0,0,1,0,0,0,0,0,10,mexican
2,11,1,2,2,4,4,12,3,1,3,2,5,2,3,2,1,2,2,0,12,southern_us
1,3,1,5,1,2,5,4,4,0,8,3,4,1,1,4,0,2,0,0,6,thai
3,5,0,2,1,4,11,3,1,1,2,1,5,1,4,2,0,1,3,1,12,italian
4,3,1,1,1,2,9,4,1,0,1,1,3,2,4,1,0,0,2,1,10,italian
1,3,0,2,1,1,2,8,1,0,2,0,3,0,0,2,0,1,2,0,2,mexican
2,3,0,1,1,2,9,16,1,0,2,0,3,1,3,1,0,0,1,0,6,mexican
0,4,1,7,2,4,3,10,4,0,6,3,2,3,2,4,0,1,4,0,10,mexican
2,2,0,1,1,1,2,11,0,0,1,1,0,2,0,1,0,0,0,0,0,mexican
3,8,1,3,2,3,6,6,4,1,3,1,7,0,3,1,1,1,2,0,10,southern_us
1,1,0,0,1,1,3,7,0,0,0,0,2,1,1,0,0,0,0,0,6,mexican
1,5,1,2,1,2,4,3,9,0,4,4,1,1,3,4,0,4,2,0,6,korean
0,1,0,3,0,0,0,6,1,0,3,2,1,0,0,1,0,0,1,0,22,moroccan
4,4,0,1,0,4,8,4,1,2,2,1,3,1,4,0,1,0,2,1,12,italian
0,2,2,4,1,2,2,6,4,0,4,2,1,1,0,4,0,3,1,0,8,mexican
1,3,2,3,2,3,2,10,2,0,4,3,1,4,1,4,0,0,2,0,10,mexican
1,1,1,0,0,1,2,1,1,1,0,0,1,1,4,1,1,0,0,1,6,french
1,2,1,1,0,2,2,2,1,6,0,0,2,1,6,1,2,0,0,2,0,french
2,4,1,4,2,2,6,5,2,1,1,1,3,1,7,1,1,1,2,1,18,french
2,4,0,3,1,2,19,6,2,0,2,1,4,1,3,1,0,2,1,0,10,italian
0,1,0,1,0,0,0,1,4,0,1,0,2,0,0,6,0,3,0,0,8,japanese
1,2,0,6,1,2,4,22,2,0,5,4,2,2,4,3,1,1,4,0,12,mexican
6,5,2,13,4,2,6,11,5,1,5,3,2,2,3,3,1,2,5,1,12,indian
2,11,0,3,1,0,7,6,3,3,0,0,5,0,4,2,4,0,1,4,14,italian
0,2,1,1,1,1,0,10,1,0,1,1,1,1,0,1,0,0,0,0,6,mexican
1,2,0,0,1,2,11,1,0,1,0,0,2,0,2,0,1,0,0,0,14,italian
2,3,1,4,0,2,4,4,5,0,3,3,0,1,4,21,0,6,0,1,6,japanese
0,3,0,1,0,0,2,1,1,1,0,0,1,0,1,0,0,0,0,3,4,russian
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,mexican
1,2,0,2,1,0,1,6,1,1,1,1,1,1,1,1,1,0,0,1,6,mexican
3,3,0,0,0,4,9,3,1,1,1,2,2,0,4,0,0,0,2,1,12,italian
1,5,0,2,0,0,3,5,2,0,1,1,4,0,1,1,1,1,0,0,2,southern_us
1,3,0,0,0,1,1,1,0,1,0,0,1,0,2,0,0,0,0,1,12,french
2,0,0,3,0,0,5,2,2,0,2,1,0,0,2,0,0,1,1,0,14,greek
0,1,1,3,0,1,2,2,6,0,5,4,0,1,0,4,0,6,1,0,10,korean
1,5,2,4,2,3,5,7,5,1,3,2,6,2,5,3,1,3,1,0,8,southern_us
1,4,3,3,3,1,3,3,4,1,13,6,1,1,3,3,1,2,1,0,6,thai
1,4,1,1,1,1,5,2,1,0,1,1,1,0,1,1,0,0,1,0,4,italian
3,9,0,5,1,9,13,7,3,2,2,2,11,4,14,1,2,2,3,1,6,french
2,6,1,1,1,3,10,4,3,3,1,1,3,0,7,1,2,1,2,2,16,italian
3,4,0,1,0,3,9,2,2,1,1,1,2,1,3,0,0,0,1,1,8,italian
0,3,1,2,0,0,7,8,2,0,2,2,1,0,0,1,1,2,0,1,8,mexican
0,2,5,3,1,1,3,2,12,0,7,6,3,1,2,5,0,3,0,0,10,chinese
1,4,1,0,2,1,8,1,1,1,0,0,1,2,2,1,1,0,0,1,8,italian
0,2,0,4,0,0,4,1,1,1,0,0,2,0,2,1,0,0,0,1,14,indian
